,Article,Sentence,Sentence Position,Sentence Length,Numeric Data,Thematic Words,Entropy,POS tags,TF-ISF,Aggregate Score,Busy Path,Title,Label
1326,A84,S11,0.69,0.69,0.0,0.37,0.21,0.21,0.2,0.93,0.53,0.29,0.0
1327,A84,S12,0.66,0.91,0.0,0.48,0.55,0.41,0.46,0.93,0.47,0.29,1.0
1328,A84,S13,0.63,0.79,0.0,0.41,0.34,0.32,0.28,0.95,0.47,0.29,0.0
1329,A84,S14,0.61,0.74,0.0,0.33,0.34,0.3,0.23,0.9,0.56,0.43,0.0
1330,A84,S15,0.58,0.94,0.0,0.78,0.67,0.58,0.51,0.86,0.66,0.29,1.0
1331,A84,S16,0.55,0.69,0.0,0.3,0.32,0.22,0.2,0.91,0.55,0.14,0.0
1332,A84,S17,0.52,0.94,0.0,0.52,0.43,0.53,0.45,1.0,0.3,0.29,1.0
1333,A84,S18,0.49,0.91,0.0,0.59,0.49,0.38,0.43,0.92,0.47,0.29,0.0
1334,A84,S19,0.46,0.74,0.0,0.41,0.41,0.26,0.21,0.94,0.44,0.0,0.0
1335,A84,S20,0.44,0.86,0.0,0.81,0.73,0.61,0.58,0.86,0.61,0.43,1.0
1336,A84,S21,0.41,0.86,0.0,0.63,0.5,0.33,0.44,0.97,0.47,0.14,0.0
1337,A84,S22,0.38,0.96,0.0,0.67,0.64,0.47,0.4,0.96,0.44,0.43,0.0
1338,A84,S23,0.35,0.89,0.5,0.89,0.77,0.61,0.62,0.81,0.72,0.29,0.0
1339,A84,S24,0.32,0.79,0.0,0.44,0.4,0.24,0.31,0.92,0.53,0.29,0.0
1340,A84,S25,0.3,0.84,0.0,0.89,0.88,0.64,0.58,0.85,0.72,0.43,1.0
1341,A84,S26,0.27,0.69,0.0,0.19,0.26,0.18,0.23,0.89,0.61,0.0,0.0
1342,A84,S27,0.24,0.76,0.0,0.37,0.36,0.28,0.27,0.95,0.42,0.0,0.0
1343,A84,S28,0.21,0.61,0.0,0.22,0.18,0.14,0.14,0.77,0.83,0.0,0.0
1344,A84,S29,0.18,0.66,0.0,0.22,0.22,0.22,0.18,0.84,0.75,0.14,0.0
1345,A84,S30,0.15,0.56,0.0,1.0,1.0,1.0,1.0,0.76,1.0,0.43,1.0
1346,A84,S31,0.13,0.94,0.0,0.67,0.6,0.43,0.39,0.89,0.62,0.29,1.0
1347,A84,S32,0.1,0.86,0.0,0.48,0.48,0.37,0.35,0.92,0.55,0.14,1.0
1348,A84,S33,0.07,0.71,0.0,0.81,0.77,0.72,0.82,0.72,0.89,0.57,1.0
1349,A84,S34,0.04,0.71,0.0,0.3,0.26,0.22,0.32,0.85,0.72,0.14,0.0
1350,A84,S35,0.01,0.86,0.0,0.59,0.61,0.32,0.3,0.96,0.42,0.14,0.0
1351,A84,S36,0.01,0.69,0.0,0.37,0.33,0.2,0.2,0.92,0.53,0.0,0.0
1352,A84,S37,0.04,0.84,0.0,0.59,0.64,0.3,0.3,0.93,0.56,0.14,1.0
1353,A84,S38,0.07,0.71,0.0,0.33,0.31,0.29,0.28,0.95,0.52,0.0,0.0
1354,A84,S39,0.1,0.84,0.0,0.85,0.89,0.59,0.64,0.8,0.77,0.29,1.0
1355,A84,S40,0.13,0.76,0.0,0.48,0.36,0.29,0.25,0.96,0.31,0.14,0.0
1356,A84,S41,0.15,0.89,0.0,0.52,0.53,0.37,0.41,0.97,0.45,0.0,0.0
1357,A84,S42,0.18,0.81,0.0,0.48,0.45,0.34,0.3,0.94,0.44,0.0,0.0
1358,A84,S43,0.21,0.96,0.0,0.63,0.61,0.41,0.42,0.95,0.39,0.29,0.0
1359,A84,S44,0.24,0.71,0.0,0.26,0.27,0.25,0.25,0.91,0.62,0.14,0.0
1360,A84,S45,0.27,0.86,0.0,0.56,0.47,0.34,0.36,0.97,0.38,0.14,0.0
1361,A84,S46,0.3,0.61,0.0,0.22,0.16,0.16,0.17,0.82,0.75,0.0,0.0
1362,A84,S47,0.32,0.84,0.5,0.48,0.41,0.29,0.35,0.99,0.33,0.0,0.0
1363,A84,S48,0.35,0.79,0.0,0.37,0.35,0.33,0.29,0.93,0.53,0.29,0.0
1364,A84,S49,0.38,0.66,0.0,0.22,0.22,0.17,0.21,0.88,0.66,0.0,0.0
1365,A84,S50,0.41,0.71,0.0,0.37,0.37,0.25,0.22,0.94,0.48,0.0,0.0
1366,A84,S51,0.44,0.61,0.0,0.11,0.11,0.13,0.19,0.83,0.72,0.0,0.0
1367,A84,S52,0.46,0.66,0.0,0.26,0.2,0.16,0.21,0.88,0.69,0.0,0.0
1368,A84,S53,0.49,0.99,0.0,0.85,0.74,0.47,0.42,0.97,0.36,0.43,1.0
1369,A84,S54,0.52,0.96,0.0,0.63,0.64,0.45,0.4,0.97,0.44,0.29,1.0
1370,A84,S55,0.55,0.99,0.0,0.63,0.69,0.46,0.47,0.85,0.66,0.29,1.0
1371,A84,S56,0.58,0.76,0.0,0.37,0.36,0.25,0.23,0.89,0.64,0.14,0.0
1372,A84,S57,0.61,0.94,0.0,0.56,0.55,0.42,0.43,0.95,0.39,0.0,1.0
1373,A84,S58,0.63,0.79,1.0,0.37,0.38,0.25,0.31,0.98,0.36,0.0,0.0
1374,A84,S59,0.66,0.56,0.0,0.11,0.1,0.12,0.13,0.69,0.98,0.0,0.0
1375,A84,S60,0.69,0.79,0.0,0.48,0.45,0.3,0.27,0.99,0.36,0.0,0.0
1376,A84,S61,0.72,0.84,0.0,0.52,0.51,0.3,0.32,0.97,0.39,0.0,0.0
1377,A84,S62,0.75,0.86,0.0,0.74,0.68,0.61,0.67,0.85,0.67,0.71,1.0
1378,A84,S63,0.77,0.74,0.0,0.33,0.36,0.25,0.29,0.87,0.62,0.0,0.0
1379,A84,S64,0.8,0.99,0.0,0.59,0.52,0.55,0.58,0.94,0.38,0.0,1.0
1380,A84,S65,0.83,0.99,0.0,0.78,0.55,0.57,0.6,0.9,0.56,1.0,1.0
1381,A84,S66,0.86,0.94,0.0,0.52,0.53,0.38,0.42,0.92,0.45,0.14,0.0
1382,A84,S67,0.89,0.79,0.0,0.41,0.4,0.26,0.32,1.0,0.31,0.0,0.0
1383,A84,S68,0.92,0.76,0.0,0.41,0.3,0.25,0.38,0.91,0.62,0.0,0.0
1384,A84,S69,0.94,0.94,0.0,0.56,0.6,0.38,0.6,0.97,0.34,0.14,0.0
1385,A84,S70,0.97,0.81,0.0,0.48,0.42,0.36,0.29,0.95,0.48,0.57,0.0
1386,A84,S71,1.0,0.69,0.0,0.33,0.29,0.25,0.21,0.92,0.56,0.0,0.0
1387,A85,S1,0.87,0.52,0.0,0.0,0.03,0.03,0.05,0.53,1.0,0.0,0.0
1388,A85,S2,0.73,0.52,0.0,1.0,1.0,1.0,1.0,0.77,0.86,1.0,1.0
1389,A85,S3,0.6,0.87,0.0,0.39,0.41,0.34,0.59,0.88,0.57,0.25,0.0
1390,A85,S4,0.47,0.87,0.0,0.36,0.3,0.4,0.44,0.94,0.36,0.88,0.0
1391,A85,S5,0.33,0.72,0.5,0.18,0.22,0.15,0.24,0.92,0.57,0.0,0.0
1392,A85,S6,0.2,0.91,0.0,0.36,0.39,0.61,0.58,0.98,0.29,0.12,0.0
1393,A85,S7,0.07,0.89,1.0,0.45,0.4,0.31,0.32,0.96,0.5,0.5,0.0
1394,A85,S8,0.07,0.91,0.0,0.52,0.43,0.35,0.36,1.0,0.29,0.38,0.0
1395,A85,S9,0.2,0.78,0.0,0.36,0.3,0.23,0.24,0.99,0.43,0.38,0.0
1396,A85,S10,0.33,0.98,0.0,0.61,0.52,0.49,0.4,0.99,0.5,0.12,0.0
1397,A85,S11,0.47,0.8,0.0,0.39,0.38,0.24,0.21,0.99,0.36,0.12,0.0
1398,A85,S12,0.6,0.76,0.0,0.88,0.76,0.71,0.69,0.76,0.86,0.38,0.0
1399,A85,S13,0.73,0.76,0.0,0.33,0.33,0.19,0.19,0.97,0.5,0.12,0.0
1400,A85,S14,0.87,0.93,0.0,0.67,0.51,0.57,0.61,0.91,0.5,0.75,0.0
1401,A85,S15,1.0,0.61,0.0,0.12,0.12,0.11,0.11,0.7,1.0,0.0,0.0
1402,A86,S1,0.67,0.82,0.0,0.6,0.53,0.52,0.25,0.97,0.8,1.0,0.0
1403,A86,S2,0.33,0.74,0.0,1.0,0.94,1.0,0.77,0.87,0.8,0.89,0.0
1404,A86,S3,0.0,0.76,0.0,0.4,0.48,0.36,0.36,0.97,0.8,0.11,0.0
1405,A86,S4,0.33,0.85,0.0,0.48,0.54,0.53,0.41,1.0,0.4,0.89,1.0
1406,A86,S5,0.67,0.65,0.0,0.24,0.25,0.36,0.28,0.9,1.0,0.33,0.0
1407,A86,S6,1.0,0.65,0.0,0.96,1.0,0.93,1.0,0.97,0.6,0.78,1.0
1408,A87,S1,0.87,0.97,0.0,0.58,0.58,0.75,0.42,0.97,0.43,1.0,1.0
1409,A87,S2,0.73,0.83,0.0,0.45,0.37,0.47,0.27,1.0,0.43,0.17,0.0
1410,A87,S3,0.6,0.72,0.0,0.35,0.32,0.36,0.21,0.92,0.64,0.08,0.0
1411,A87,S4,0.47,0.81,0.0,0.48,0.39,0.51,0.28,1.0,0.36,0.33,1.0
1412,A87,S5,0.33,0.66,0.0,0.26,0.24,0.22,0.17,0.87,0.79,0.25,1.0
1413,A87,S6,0.2,0.79,0.0,0.39,0.34,0.43,0.23,0.95,0.64,0.25,1.0
1414,A87,S7,0.07,0.86,0.0,0.61,0.44,0.48,0.26,0.98,0.5,0.67,1.0
1415,A87,S8,0.07,0.59,1.0,1.0,1.0,1.0,1.0,0.65,1.0,0.42,1.0
1416,A87,S9,0.2,0.92,0.0,0.74,0.7,0.71,0.55,0.86,0.79,0.33,1.0
1417,A87,S10,0.33,0.92,0.0,0.48,0.5,0.48,0.36,0.94,0.5,0.25,0.0
1418,A87,S11,0.47,0.9,0.0,0.48,0.52,0.43,0.35,0.99,0.36,0.17,0.0
1419,A87,S12,0.6,0.88,0.0,0.45,0.43,0.45,0.35,0.97,0.5,0.17,0.0
1420,A87,S13,0.73,0.92,0.6666666666666666,0.52,0.46,0.42,0.34,0.96,0.43,0.33,0.0
1421,A87,S14,0.87,0.59,0.0,0.16,0.18,0.14,0.15,0.8,0.86,0.0,0.0
1422,A87,S15,1.0,0.61,0.0,0.23,0.18,0.17,0.18,0.86,0.79,0.0,0.0
1423,A88,S1,0.9,0.63,0.0,1.0,1.0,1.0,0.6,0.85,0.76,0.5,1.0
1424,A88,S2,0.8,0.72,0.0,0.8,0.84,0.82,0.77,0.85,0.76,0.33,1.0
1425,A88,S3,0.7,0.98,0.0,0.5,0.53,0.56,0.47,0.98,0.29,1.0,1.0
1426,A88,S4,0.6,0.81,0.0,0.33,0.41,0.35,0.28,0.98,0.47,0.08,1.0
1427,A88,S5,0.5,0.79,0.0,0.4,0.38,0.39,0.21,0.92,0.53,0.08,0.0
1428,A88,S6,0.4,0.77,0.0,0.3,0.39,0.37,0.24,0.95,0.53,0.25,1.0
1429,A88,S7,0.3,0.79,0.0,0.45,0.44,0.35,0.26,1.0,0.47,1.0,1.0
1430,A88,S8,0.2,0.88,1.0,0.4,0.38,0.51,0.51,0.88,0.82,0.5,1.0
1431,A88,S9,0.1,0.79,1.0,0.35,0.38,0.4,0.24,0.94,0.65,0.33,1.0
1432,A88,S10,0.0,0.91,0.0,0.45,0.51,0.44,0.33,0.87,0.88,0.08,1.0
1433,A88,S11,0.1,0.77,0.0,0.35,0.36,0.34,0.23,0.96,0.59,0.08,0.0
1434,A88,S12,0.2,0.67,0.0,0.23,0.28,0.26,0.22,0.81,1.0,0.0,0.0
1435,A88,S13,0.3,0.79,0.0,0.78,0.87,0.7,0.5,0.89,0.71,0.33,1.0
1436,A88,S14,0.4,0.72,0.0,0.25,0.3,0.29,0.25,0.94,0.53,0.17,1.0
1437,A88,S15,0.5,0.79,0.0,0.28,0.36,0.33,0.3,0.97,0.59,0.08,0.0
1438,A88,S16,0.6,0.63,0.0,0.2,0.21,0.22,0.15,0.8,0.88,0.08,0.0
1439,A88,S17,0.7,0.72,0.0,0.85,0.89,0.89,1.0,0.88,0.94,0.33,1.0
1440,A88,S18,0.8,0.98,0.0,0.42,0.53,0.55,0.44,0.92,0.76,0.17,1.0
1441,A88,S19,0.9,0.86,0.0,0.57,0.7,0.77,0.51,0.95,0.65,0.25,1.0
1442,A88,S20,1.0,0.7,0.0,0.2,0.25,0.24,0.26,0.88,0.82,0.08,0.0
1443,A89,S1,0.86,0.93,0.6666666666666666,0.58,0.61,0.54,0.56,1.0,0.5,0.73,1.0
1444,A89,S2,0.71,0.73,0.0,0.28,0.27,0.21,0.18,0.88,0.83,0.53,0.0
1445,A89,S3,0.57,0.78,0.0,0.37,0.4,0.34,0.21,0.95,0.75,0.2,1.0
1446,A89,S4,0.43,0.56,0.3333333333333333,0.14,0.1,0.05,0.08,0.74,1.0,0.07,0.0
1447,A89,S5,0.29,0.93,1.0,0.44,0.44,0.33,0.44,0.92,0.75,0.4,1.0
1448,A89,S6,0.14,0.96,0.0,0.56,0.48,0.5,0.62,0.9,0.92,1.0,0.0
1449,A89,S7,0.0,0.96,0.3333333333333333,0.63,0.64,0.49,0.42,0.88,0.83,0.6,1.0
1450,A89,S8,0.14,0.65,0.0,0.21,0.23,0.21,0.13,0.81,0.92,0.13,1.0
1451,A89,S9,0.29,0.67,0.0,0.16,0.22,0.14,0.17,0.87,0.83,0.27,0.0
1452,A89,S10,0.43,0.55,0.0,1.0,1.0,0.91,1.0,0.78,0.92,0.93,1.0
1453,A89,S11,0.57,0.84,0.0,0.53,0.7,0.66,0.71,0.85,0.75,0.2,1.0
1454,A89,S12,0.71,0.58,0.0,0.98,0.95,1.0,0.92,0.81,0.83,0.87,1.0
1455,A89,S13,0.86,0.76,0.0,0.3,0.32,0.28,0.34,0.93,1.0,0.13,0.0
1456,A89,S14,1.0,0.55,0.0,0.09,0.1,0.06,0.07,0.71,1.0,0.0,0.0
1457,A90,S1,0.94,0.93,0.0,0.65,0.64,0.71,0.6,0.98,0.36,0.62,1.0
1458,A90,S2,0.88,0.99,0.0,0.65,0.7,0.51,0.5,0.93,0.68,0.54,1.0
1459,A90,S3,0.81,0.84,0.0,0.5,0.48,0.39,0.4,0.97,0.54,1.0,1.0
1460,A90,S4,0.75,0.84,0.0,0.42,0.39,0.37,0.42,0.96,0.54,0.23,1.0
1461,A90,S5,0.69,0.63,0.0,0.15,0.21,0.23,0.23,0.77,0.93,0.15,1.0
1462,A90,S6,0.62,0.66,0.0,0.31,0.34,0.24,0.18,0.79,0.96,0.15,0.0
1463,A90,S7,0.56,0.93,0.5,0.38,0.38,0.47,0.52,0.94,0.46,0.31,0.0
1464,A90,S8,0.5,0.87,0.0,0.38,0.46,0.39,0.47,1.0,0.43,0.08,1.0
1465,A90,S9,0.44,0.93,1.0,0.77,0.72,0.59,0.64,0.97,0.43,0.38,0.0
1466,A90,S10,0.38,0.87,0.0,0.58,0.5,0.44,0.48,0.94,0.57,0.46,0.0
1467,A90,S11,0.31,0.66,0.0,0.31,0.31,0.23,0.19,0.79,0.89,0.31,0.0
1468,A90,S12,0.25,0.6,0.5,0.19,0.21,0.11,0.18,0.68,1.0,0.08,0.0
1469,A90,S13,0.19,0.72,0.5,0.15,0.29,0.29,0.37,0.91,0.57,0.08,0.0
1470,A90,S14,0.12,0.96,0.0,0.42,0.63,0.51,0.55,0.98,0.32,0.31,1.0
1471,A90,S15,0.06,0.81,0.5,0.96,0.74,0.7,0.81,0.88,0.61,0.69,0.0
1472,A90,S16,0.0,0.99,0.5,0.62,0.59,0.53,0.48,0.92,0.46,0.46,1.0
1473,A90,S17,0.06,0.78,0.5,0.85,0.78,0.69,0.99,0.88,0.68,0.46,0.0
1474,A90,S18,0.12,0.75,0.0,0.69,0.78,0.73,0.79,0.82,0.89,0.46,1.0
1475,A90,S19,0.19,0.81,1.0,0.35,0.42,0.31,0.38,0.92,0.68,0.23,0.0
1476,A90,S20,0.25,0.9,0.0,0.54,0.52,0.4,0.4,0.94,0.46,0.31,0.0
1477,A90,S21,0.31,0.93,0.0,0.42,0.39,0.54,0.54,0.97,0.43,0.23,1.0
1478,A90,S22,0.38,0.99,0.5,0.69,0.56,0.61,0.48,0.92,0.5,0.38,1.0
1479,A90,S23,0.44,0.87,0.0,0.46,0.47,0.47,0.41,0.97,0.39,0.31,0.0
1480,A90,S24,0.5,0.72,0.0,0.96,0.98,0.73,0.81,0.92,0.71,0.46,1.0
1481,A90,S25,0.56,0.6,0.5,0.77,0.95,1.0,1.0,0.81,0.82,0.31,1.0
1482,A90,S26,0.62,0.9,0.0,0.58,0.49,0.46,0.39,0.92,0.57,0.54,1.0
1483,A90,S27,0.69,0.66,0.5,0.27,0.34,0.2,0.2,0.81,0.89,0.15,0.0
1484,A90,S28,0.75,0.75,0.0,0.27,0.4,0.26,0.35,0.91,0.61,0.15,0.0
1485,A90,S29,0.81,0.84,0.0,0.46,0.43,0.39,0.4,0.92,0.5,0.23,0.0
1486,A90,S30,0.88,0.75,1.0,0.65,0.81,0.71,0.95,0.89,0.75,0.23,1.0
1487,A90,S31,0.94,0.75,0.0,1.0,1.0,0.73,0.95,0.81,0.89,0.62,0.0
1488,A90,S32,1.0,0.81,0.0,0.42,0.45,0.46,0.39,0.96,0.46,0.15,1.0
1489,A91,S1,0.92,0.92,0.0,0.42,0.43,0.58,0.48,0.99,0.48,0.71,0.0
1490,A91,S2,0.85,0.64,0.0,1.0,0.86,1.0,0.84,0.91,0.83,1.0,1.0
1491,A91,S3,0.77,0.97,0.0,0.48,0.47,0.64,0.54,0.96,0.48,0.43,0.0
1492,A91,S4,0.69,0.97,0.0,0.55,0.52,0.47,0.53,0.97,0.52,0.43,0.0
1493,A91,S5,0.62,1.0,0.0,0.58,0.5,0.7,0.54,0.96,0.52,0.57,0.0
1494,A91,S6,0.54,0.61,0.0,0.94,0.98,0.98,0.85,0.8,0.87,0.86,1.0
1495,A91,S7,0.46,0.97,0.0,0.55,0.47,0.53,0.49,1.0,0.43,1.0,0.0
1496,A91,S8,0.38,0.81,0.0,0.42,0.38,0.41,0.37,0.93,0.57,0.29,1.0
1497,A91,S9,0.31,0.94,0.0,0.48,0.56,0.77,0.61,0.94,0.65,0.71,1.0
1498,A91,S10,0.23,0.69,0.0,0.81,0.69,1.0,0.85,0.96,0.48,0.71,1.0
1499,A91,S11,0.15,0.86,0.0,0.58,0.63,0.73,0.7,0.92,0.61,0.14,0.0
1500,A91,S12,0.08,0.89,0.0,0.42,0.37,0.65,0.44,0.94,0.52,0.43,0.0
1501,A91,S13,0.0,0.61,0.0,0.19,0.15,0.26,0.2,0.7,1.0,0.14,0.0
1502,A91,S14,0.08,0.64,0.0,0.61,0.84,0.88,1.0,0.87,0.78,0.71,1.0
1503,A91,S15,0.15,0.83,0.0,0.42,0.34,0.38,0.38,0.89,0.7,0.29,0.0
1504,A91,S16,0.23,0.72,0.0,0.87,0.82,0.88,0.84,0.77,0.83,0.43,1.0
1505,A91,S17,0.31,0.86,0.0,0.32,0.41,0.53,0.51,0.92,0.61,0.29,0.0
1506,A91,S18,0.38,0.86,0.0,0.45,0.34,0.42,0.43,0.96,0.52,0.29,0.0
1507,A91,S19,0.46,0.64,0.0,0.9,1.0,0.86,0.85,0.77,0.78,0.29,1.0
1508,A91,S20,0.54,0.72,0.0,0.29,0.34,0.36,0.28,0.86,0.74,0.14,0.0
1509,A91,S21,0.62,0.92,0.0,0.45,0.39,0.45,0.48,0.96,0.43,0.29,0.0
1510,A91,S22,0.69,0.89,0.0,0.65,0.6,0.8,0.75,0.96,0.52,0.71,0.0
1511,A91,S23,0.77,1.0,0.0,0.48,0.55,0.59,0.52,0.93,0.7,0.14,0.0
1512,A91,S24,0.85,0.78,0.0,0.26,0.29,0.44,0.36,0.9,0.65,0.14,0.0
1513,A91,S25,0.92,0.75,0.0,0.42,0.36,0.33,0.29,0.85,0.87,0.43,0.0
1514,A91,S26,1.0,0.64,0.0,0.19,0.11,0.33,0.29,0.8,0.87,0.14,0.0
1515,A92,S1,0.89,0.58,0.0,1.0,1.0,1.0,1.0,0.74,0.93,1.0,1.0
1516,A92,S2,0.79,0.58,0.0,0.13,0.18,0.18,0.15,0.73,0.93,0.0,0.0
1517,A92,S3,0.68,0.78,0.0,0.31,0.37,0.32,0.35,1.0,0.4,0.0,0.0
1518,A92,S4,0.58,0.78,1.0,0.72,0.79,0.73,0.91,0.96,0.4,0.47,1.0
1519,A92,S5,0.47,0.71,0.0,0.28,0.29,0.29,0.25,0.93,0.67,0.07,0.0
1520,A92,S6,0.37,0.87,0.0,0.41,0.45,0.38,0.43,0.95,0.53,0.2,0.0
1521,A92,S7,0.26,0.71,0.0,0.74,0.8,0.88,0.81,0.84,0.8,0.33,1.0
1522,A92,S8,0.16,1.0,0.0,0.46,0.52,0.6,0.53,1.0,0.4,0.47,0.0
1523,A92,S9,0.05,0.62,0.0,0.21,0.17,0.22,0.13,0.72,1.0,0.2,0.0
1524,A92,S10,0.05,0.87,0.0,0.36,0.41,0.47,0.45,1.0,0.47,0.13,0.0
1525,A92,S11,0.16,0.8,0.0,0.33,0.34,0.31,0.3,0.92,0.73,0.13,0.0
1526,A92,S12,0.26,0.67,0.0,0.13,0.21,0.27,0.25,0.85,0.87,0.0,0.0
1527,A92,S13,0.37,0.69,0.0,0.21,0.27,0.28,0.27,0.92,0.73,0.07,0.0
1528,A92,S14,0.47,0.87,0.0,0.62,0.73,0.63,0.6,0.88,0.8,0.27,1.0
1529,A92,S15,0.58,0.96,0.0,0.54,0.65,0.55,0.54,0.95,0.4,0.2,1.0
1530,A92,S16,0.68,0.82,0.0,0.41,0.36,0.42,0.31,0.97,0.53,0.27,1.0
1531,A92,S17,0.79,0.8,0.0,0.62,0.74,0.81,0.72,0.93,0.73,0.33,1.0
1532,A92,S18,0.89,0.93,0.0,0.33,0.37,0.46,0.48,0.95,0.67,0.27,0.0
1533,A92,S19,1.0,0.93,0.0,0.44,0.43,0.54,0.5,0.98,0.53,0.13,1.0
1534,A93,S1,0.83,0.52,0.0,0.03,0.05,0.04,0.06,0.42,1.0,0.0,0.0
1535,A93,S2,0.67,0.52,0.0,1.0,1.0,1.0,1.0,0.87,0.55,1.0,1.0
1536,A93,S3,0.5,0.77,0.0,0.83,0.75,0.91,0.81,0.98,0.27,0.35,0.0
1537,A93,S4,0.33,0.64,0.0,0.97,0.95,0.94,0.9,1.0,0.18,0.47,1.0
1538,A93,S5,0.17,0.93,0.0,0.41,0.42,0.44,0.45,0.92,0.55,0.12,0.0
1539,A93,S6,0.0,0.73,1.0,0.93,0.77,0.77,0.9,0.96,0.45,0.12,1.0
1540,A93,S7,0.17,0.91,0.0,0.66,0.51,0.48,0.38,0.95,0.45,0.35,0.0
1541,A93,S8,0.33,0.61,0.0,0.93,0.89,0.88,0.95,0.95,0.55,0.41,1.0
1542,A93,S9,0.5,0.89,0.0,0.86,0.73,0.69,0.51,0.93,0.36,0.65,1.0
1543,A93,S10,0.67,0.77,0.0,0.41,0.34,0.32,0.3,0.84,0.82,0.12,0.0
1544,A93,S11,0.83,0.86,0.0,0.34,0.32,0.35,0.42,0.93,0.64,0.06,0.0
1545,A93,S12,1.0,0.84,0.0,0.69,0.72,0.53,0.87,0.88,0.55,0.47,0.0
1546,A94,S1,0.89,0.73,1.0,0.97,0.96,0.9,0.85,0.9,0.57,1.0,1.0
1547,A94,S2,0.78,0.73,0.0,0.33,0.38,0.33,0.33,0.89,0.71,0.71,0.0
1548,A94,S3,0.67,0.97,0.0,0.58,0.6,0.7,0.56,0.97,0.21,0.0,0.0
1549,A94,S4,0.56,0.97,0.0,0.67,0.66,0.62,0.46,0.94,0.36,0.57,1.0
1550,A94,S5,0.44,0.9,0.0,0.5,0.59,0.53,0.51,1.0,0.14,0.57,1.0
1551,A94,S6,0.33,0.86,0.0,0.39,0.47,0.54,0.54,0.96,0.36,0.29,1.0
1552,A94,S7,0.22,0.95,0.0,0.5,0.56,0.66,0.6,0.94,0.36,0.71,1.0
1553,A94,S8,0.11,0.62,0.0,1.0,1.0,1.0,1.0,0.86,0.64,0.71,1.0
1554,A94,S9,0.0,0.88,0.0,0.44,0.61,0.49,0.5,0.97,0.29,0.0,0.0
1555,A94,S10,0.11,0.66,0.0,0.25,0.29,0.31,0.27,0.82,0.86,0.14,0.0
1556,A94,S11,0.22,0.86,0.0,0.44,0.55,0.42,0.39,0.95,0.29,0.43,0.0
1557,A94,S12,0.33,0.73,0.0,0.28,0.33,0.29,0.39,0.94,0.43,0.0,0.0
1558,A94,S13,0.44,0.82,0.0,0.83,1.0,0.78,0.72,0.91,0.43,0.86,1.0
1559,A94,S14,0.56,0.9,0.0,0.64,0.74,0.71,0.74,0.88,0.64,0.14,1.0
1560,A94,S15,0.67,0.62,0.0,0.19,0.25,0.19,0.24,0.76,1.0,0.14,0.0
1561,A94,S16,0.78,0.97,0.0,0.53,0.65,0.6,0.78,0.92,0.29,0.43,1.0
1562,A94,S17,0.89,0.84,0.0,0.5,0.56,0.41,0.45,0.95,0.43,0.0,0.0
1563,A94,S18,1.0,0.77,0.0,0.39,0.36,0.41,0.34,0.92,0.43,0.57,0.0
1564,A95,S1,0.6,0.93,0.0,0.45,0.67,0.62,0.65,1.0,0.33,1.0,1.0
1565,A95,S2,0.2,0.7,0.0,0.25,0.41,0.28,0.43,0.96,0.67,0.1,1.0
1566,A95,S3,0.2,0.93,1.0,0.75,0.77,0.58,0.76,0.95,0.67,0.5,1.0
1567,A95,S4,0.6,0.7,0.0,1.0,1.0,1.0,1.0,0.89,1.0,0.5,1.0
1568,A95,S5,1.0,0.7,1.0,0.3,0.4,0.3,0.41,0.96,0.67,0.1,0.0
1569,A96,S1,0.98,0.67,0.0,0.25,0.25,0.22,0.17,0.88,0.71,0.12,0.0
1570,A96,S2,0.96,0.91,0.0,0.47,0.41,0.54,0.43,0.94,0.56,0.5,1.0
1571,A96,S3,0.94,0.91,0.0,0.53,0.31,0.47,0.43,0.99,0.4,0.38,1.0
1572,A96,S4,0.92,0.76,0.0,0.4,0.45,0.27,0.2,0.92,0.61,0.25,0.0
1573,A96,S5,0.9,0.81,0.0,0.47,0.46,0.34,0.23,0.95,0.53,0.75,1.0
1574,A96,S6,0.88,0.67,0.0,0.23,0.19,0.15,0.2,0.91,0.62,0.0,1.0
1575,A96,S7,0.86,0.74,0.0,0.33,0.23,0.23,0.26,0.99,0.46,0.12,1.0
1576,A96,S8,0.84,0.56,0.0,0.12,0.14,0.08,0.07,0.66,0.9,0.0,0.0
1577,A96,S9,0.81,0.87,0.0,0.53,0.47,0.33,0.36,0.96,0.4,0.38,1.0
1578,A96,S10,0.79,0.8,0.0,0.38,0.37,0.28,0.29,0.94,0.48,0.38,0.0
1579,A96,S11,0.77,0.81,0.0,0.42,0.41,0.36,0.27,0.97,0.51,0.38,1.0
1580,A96,S12,0.75,0.59,0.0,0.07,0.11,0.14,0.14,0.73,0.88,0.0,0.0
1581,A96,S13,0.73,0.91,0.0,0.57,0.49,0.69,0.69,0.88,0.62,0.75,1.0
1582,A96,S14,0.71,0.69,0.0,0.28,0.24,0.19,0.18,0.92,0.63,0.12,0.0
1583,A96,S15,0.69,0.76,0.0,0.82,0.85,0.75,0.82,0.8,0.89,0.25,0.0
1584,A96,S16,0.67,0.8,0.0,0.35,0.28,0.37,0.32,0.97,0.45,0.5,0.0
1585,A96,S17,0.65,0.83,0.0,0.45,0.32,0.39,0.33,0.99,0.4,0.25,0.0
1586,A96,S18,0.63,0.74,0.0,0.9,0.7,0.87,0.86,0.77,0.9,1.0,1.0
1587,A96,S19,0.61,0.61,0.0,0.97,1.0,0.9,0.93,0.81,0.94,0.88,1.0
